data_extracao,dep_administrativa,tipo,inep,nome,abr_nome,logradouro,numero,bairro,cep,latitude,longitude,telefone,email,url_website,blog,twitter,facebook,reg_conselho_tutelar,desc_reg_conselho_tutelar,reg_orcamento_part,desc_reg_orcamento_part,situacao_funcionamento,convenio_municipal,convenio_estadual,convenio_federal,convenio_fasc,escola_especial,cat_part_privada,cat_part_comunitaria,cat_part_confessional,cat_part_filantropica,mant_empresa_privada,mant_sindicato,mant_sistema_s,mant_ong,mant_apae
2019-09-27 13:51:04,PRIVADO     ,NI                                                                                        ,43004610,5207 IEI PÉ DE MOLEQUE                                  ,5207 PÉ DE MOLEQUE            ,R MARIA PAULA LEAL                                ,200,FARRAPOS            ,90250617  ,-29.983338,-51.1997823,33621265            ,instituicaopedemoleque@gmail.com                  ,                                                                                                    ,                                                                                                    ,                                                                                                    ,                                                                                                    ,1,"ILHAS, HUMAITA/NAVEGANTES  ",1,HUMAITÁ/NAVEGANTES,EM ATIVIDADE,SIM,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,NÃO,NÃO,NÃO,SIM,NÃO,NÃO,SIM
2019-09-27 13:51:04,PRIVADO     ,NI                                                                                        ,43004369,5208 IEI VITÓRIA                                        ,5208 VITÓRIA - IEDUVIT        ,AV A J RENNER                                     ,773,HUMAITÁ             ,90245000  ,-29.9888897,-51.1948354,981928381           ,ieivitoria@hotmail.com                            ,                                                                                                    ,                                                                                                    ,                                                                                                    ,                                                                                                    ,1,"ILHAS, HUMAITA/NAVEGANTES  ",1,HUMAITÁ/NAVEGANTES,EM ATIVIDADE,SIM,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,NÃO,NÃO,NÃO,SIM,NÃO,NÃO,SIM
2019-09-27 13:51:04,PRIVADO     ,NI                                                                                        ,43004830,5209 IEI ACOMPAR V - LUISA CASAGRANDE LEWANDOWSKI       ,5209 ACOMPAR V- LUISA CASAGRA ,R DR MEER MARIO KAUFMANN                          ,336,STA ROSA LIMA       ,91160270  ,-30.0013348,-51.1048818,33670045            ,nucleo5@acompar.org                               ,                                                                                                    ,                                                                                                    ,                                                                                                    ,                                                                                                    ,2,SARANDI/NORTE              ,5,NORTE             ,EM ATIVIDADE,SIM,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,NÃO,SIM,NÃO,SIM,NÃO,NÃO,SIM
2019-09-27 13:51:04,PRIVADO     ,NI                                                                                        ,43004350,5210 IEI EREMI                                          ,5210 EREMI                    ,R PAULINO AZURENHA                                ,445,PARTENON            ,90680240  ,-30.0660083,-51.1938636,33526705            ,crecheeremi@hotmail.com                           ,                                                                                                    ,                                                                                                    ,                                                                                                    ,                                                                                                    ,4,PARTENON                   ,7,PARTENON          ,EM ATIVIDADE,SIM,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,NÃO,NÃO,NÃO,SIM,NÃO,NÃO,SIM
2019-09-27 13:51:04,PRIVADO     ,NI                                                                                        ,43004342,5211 EEI JARDIM DO FUTURO                               ,5211 JARDIM DO FUTURO         ,RUA DA COMUNIDADE                                 ,16,LOMBA DO PINHEIRO   ,91560550  ,-30.1280419,-51.1175524,33222359            ,jardimdofuturo@gmail.com                          ,                                                                                                    ,                                                                                                    ,                                                                                                    ,                                                                                                    ,9,LOMBA DO PINHEIRO/AGRONOMIA,4,LOMBA DO PINHEIRO ,EM ATIVIDADE,SIM,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,NÃO,NÃO,NÃO,SIM,NÃO,NÃO,SIM
2019-09-27 13:51:04,PRIVADO     ,NI                                                                                        ,43006817,5212 EEI RECANTO DOS PEQUENINOS                         ,5212 RECANTO DOS PEQUENINOS   ,R STEFAN HERMANN                                  ,4,PONTA GROSSA        ,91780598  ,-30.1848141,-51.1923226,32686068            ,clubdemaesmaesjesus@gmail.com                     ,                                                                                                    ,                                                                                                    ,                                                                                                    ,                                                                                                    ,7,RESTINGA/EXTREMO-SUL       ,13,EXTREMO SUL       ,EM ATIVIDADE,SIM,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,NÃO,NÃO,NÃO,SIM,NÃO,NÃO,SIM
2019-09-27 13:51:04,PRIVADO     ,NI                                                                                        ,43379060,5213 IEI PATATI PATATA                                  ,5213 PATATI PATATÁ            ,AV BERNARDINO SILVEIRA PASTORIZA                  ,641,RUBEM BERTA         ,91160310  ,-29.9910791,-51.1021738,40610620            ,PATATIPATATA_AMBA@HOTMAIL.COM                     ,                                                                                                    ,                                                                                                    ,                                                                                                    ,                                                                                                    ,2,SARANDI/NORTE              ,5,NORTE             ,EM ATIVIDADE,SIM,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,NÃO,NÃO,NÃO,SIM,NÃO,NÃO,SIM
2019-09-27 13:51:04,PRIVADO     ,NI                                                                                        ,43203159,5214 EEI SAGRADA FAMÍLIA CIDADE BAIXA                   ,5214 SAGRADA FAMÍLIA          ,R JOSE DO PATROCINIO                              ,920,CIDADE BAIXA        ,90050002  ,0.0,0.0,32248814            ,escola.sagradafamilia@yahoo.com.br                ,                                                                                                    ,                                                                                                    ,                                                                                                    ,                                                                                                    ,8,CENTRO                     ,16,CENTRO            ,PARALISADA  ,SIM,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,NÃO,NÃO,NÃO,NÃO,SIM
2019-09-27 13:51:04,PRIVADO     ,NI                                                                                        ,43206255,5215 IEI ANJINHOS TRAVESSOS                             ,5215 ANJINHOS TRAVESSOS       ,R LIBERAL                                         ,3187,CAVALHADA           ,91920682  ,0.0,0.0,30265648            ,escola.anjinhostravessos@hotmail.com              ,                                                                                                    ,                                                                                                    ,                                                                                                    ,                                                                                                    ,6,CENTRO SUL/SUL             ,15,SUL               ,PARALISADA  ,SIM,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,NÃO,NÃO,NÃO,SIM,NÃO,NÃO,NÃO
2019-09-27 13:51:04,PRIVADO     ,NI                                                                                        ,43367429,5216 EEI CONSTRUINDO O AMANHÃ                           ,5216 CONSTRUINDO O AMANHÃ     ,R DOMINGOS JOSE POLI                              ,331,RESTINGA            ,91790072  ,-30.1599776,-51.1348927,32411181            ,eeiconstruindooamanha@gmail.com                   ,                                                                                                    ,                                                                                                    ,                                                                                                    ,                                                                                                    ,7,RESTINGA/EXTREMO-SUL       ,8,RESTINGA          ,EM ATIVIDADE,SIM,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,NÃO,NÃO,NÃO,SIM,NÃO,NÃO,SIM
2019-09-27 13:51:04,PRIVADO     ,NI                                                                                        ,43004334,5217 EEI EDUARDA PUJOL ZANIRATTI                        ,5217 EDUARDA PUJOL ZANIRATTI  ,AV ECON NILO WULFF                                ,929,RESTINGA            ,91790000  ,-30.1504733,-51.145228,30223551            ,contatoinfantojuvenil@gmail.com                   ,                                                                                                    ,                                                                                                    ,                                                                                                    ,                                                                                                    ,7,RESTINGA/EXTREMO-SUL       ,8,RESTINGA          ,EM ATIVIDADE,SIM,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,NÃO,NÃO,NÃO,SIM,NÃO,NÃO,SIM
2019-09-27 13:51:04,PRIVADO     ,NI                                                                                        ,43004318,5218 IEI CARLOS ALBERTO TEJERA DE RÉ                    ,5218 CARLOS ALBERTO TEJERA DE ,AV ENG LUDOLFO BOEHL                              ,1402,CASCATA             ,91720150  ,-30.0838606,-51.2005545,33157944            ,micheledubinpoa@gmail.com                         ,                                                                                                    ,                                                                                                    ,                                                                                                    ,                                                                                                    ,5,GLÓRIA/CRUZEIRO/CRISTAL    ,9,GLÓRIA            ,EM ATIVIDADE,SIM,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,NÃO,NÃO,NÃO,SIM,NÃO,NÃO,SIM
2019-09-27 13:51:04,PRIVADO     ,NI                                                                                        ,43295290,5219 IEI PINGO DE MEL                                   ,5219 PINGO DE MEL             ,RUA BECO DOS MARIANOS                             ,164,AGRONOMIA           ,91540605  ,-30.0676481,-51.143803,33524260            ,IDEIPINGODEMEL@YAHOO.COM.BR                       ,                                                                                                    ,                                                                                                    ,                                                                                                    ,                                                                                                    ,9,LOMBA DO PINHEIRO/AGRONOMIA,4,LOMBA DO PINHEIRO ,EM ATIVIDADE,SIM,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,NÃO,NÃO,NÃO,SIM,NÃO,NÃO,SIM
2019-09-27 13:51:04,PRIVADO     ,NI                                                                                        ,43006825,5220 IEI CANTINHO DO SOL                                ,5220 CANTINHO DO SOL          ,RUA PEDRO RAIMUNDO                                ,179,CHAPÉU DO SOL       ,91787029  ,-30.1764993,-51.1746005,32644316            ,escolacantinhodosol@gmail.com                     ,                                                                                                    ,                                                                                                    ,                                                                                                    ,                                                                                                    ,7,RESTINGA/EXTREMO-SUL       ,13,EXTREMO SUL       ,EM ATIVIDADE,SIM,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,NÃO,NÃO,NÃO,SIM,NÃO,NÃO,SIM
2019-09-27 13:51:04,PRIVADO     ,NI                                                                                        ,43006833,5221 EEI ANA MALTZ KNIJNIK                              ,5221 ANA MALTZ KNIJNIK        ,ESTR CRISTIANO KRAEMER                            ,1078,VILA NOVA           ,91750062  ,-30.1255537,-51.2021869,32660635            ,escolaanamaltzknijnik@outlook.com                 ,                                                                                                    ,                                                                                                    ,                                                                                                    ,                                                                                                    ,7,RESTINGA/EXTREMO-SUL       ,12,CENTRO-SUL        ,EM ATIVIDADE,SIM,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,NÃO,NÃO,NÃO,SIM,NÃO,NÃO,SIM
2019-09-27 13:51:04,PRIVADO     ,NI                                                                                        ,43006841,5222 IEI PRISMA                                         ,5222 PRISMA                   ,R PRISMA                                          ,203,SANTA TEREZA        ,90840130  ,-30.0779524,-51.2309604,32332428            ,escolaprisma203@gmail.com                         ,                                                                                                    ,                                                                                                    ,                                                                                                    ,                                                                                                    ,5,GLÓRIA/CRUZEIRO/CRISTAL    ,10,CRUZEIRO          ,EM ATIVIDADE,SIM,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,NÃO,NÃO,NÃO,SIM,NÃO,NÃO,SIM
2019-09-27 13:51:04,PRIVADO     ,NI                                                                                        ,43185622,5223 IEI SANTA TERESINHA                                ,5223 SANTA TERESINHA          ,AV VENANCIO AIRES                                 ,1030,FARROUPILHA         ,90040192  ,-30.0376285,-51.2104916,33311289            ,instituicaosantaterezinha@hotmail.com             ,                                                                                                    ,                                                                                                    ,                                                                                                    ,                                                                                                    ,1,"ILHAS, HUMAITA/NAVEGANTES  ",16,CENTRO            ,EM ATIVIDADE,SIM,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,NÃO,SIM,NÃO,SIM,NÃO,NÃO,SIM
2019-09-27 13:51:04,PRIVADO     ,NI                                                                                        ,43201270,5224 IEI DOM DADEUS GRINS                               ,5224 DOM DADEUS GRINS         ,BC VITORIA                                        ,1460,LAGEADO             ,91787220  ,-30.2057506,-51.1254014,997784699           ,adm30@cpij.org.br                                 ,                                                                                                    ,                                                                                                    ,                                                                                                    ,                                                                                                    ,7,RESTINGA/EXTREMO-SUL       ,13,EXTREMO SUL       ,EM ATIVIDADE,SIM,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,NÃO,SIM,NÃO,SIM,NÃO,NÃO,SIM
2019-09-27 13:51:04,PRIVADO     ,NI                                                                                        ,43008666,5225 IEI ESPAÇO DO SABER                                ,5225 ESPAÇO DO SABER          ,R MILLO RAFFIN                                    ,79,MARIO QUINTANA      ,91240475  ,-30.0294738,-51.116994,33877354            ,ong.suve@yahoo.com.br                             ,                                                                                                    ,                                                                                                    ,                                                                                                    ,                                                                                                    ,10,NORDESTE/EIXO BALTAZAR     ,6,NORDESTE          ,EM ATIVIDADE,SIM,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,NÃO,NÃO,NÃO,SIM,NÃO,NÃO,SIM
2019-09-27 13:51:04,PRIVADO     ,NI                                                                                        ,43009166,5226 EEI PROFª MARIETA PAIXÃO ARAÚJO                    ,5226 MARIETA PAIXÃO ARAÚJO    ,R SARGENTO SILVIO DELMAR HOLLENBACH               ,698,RUBEM BERTA         ,91240120  ,-30.0219058,-51.1096746,35166240            ,marietapaixaoaraujo@gmail.com                     ,                                                                                                    ,                                                                                                    ,                                                                                                    ,                                                                                                    ,10,NORDESTE/EIXO BALTAZAR     ,14,EIXO BALTAZAR     ,EM ATIVIDADE,SIM,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,NÃO,NÃO,NÃO,SIM,NÃO,NÃO,SIM
2019-09-27 13:51:04,PRIVADO     ,NI                                                                                        ,43008690,5227 EEI MADRE VERÔNICA                                 ,5227 MADRE VERÔNICA           ,R CEL CLAUDINO                                    ,80,CRISTAL             ,91910670  ,-30.0541333,-51.2440711,30199368            ,dselencovich@hotmail.com                          ,                                                                                                    ,                                                                                                    ,                                                                                                    ,                                                                                                    ,5,GLÓRIA/CRUZEIRO/CRISTAL    ,11,CRISTAL           ,EM ATIVIDADE,SIM,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,NÃO,NÃO,NÃO,SIM,NÃO,NÃO,SIM
2019-09-27 13:51:04,PRIVADO     ,NI                                                                                        ,43009115,5228 IEI APRENDENDO FELIZ                               ,5228 APRENDENDO FELIZ         ,AC CIRIO AMARAL DE OLIVEIRA                       ,403,RESTINGA            ,91790260  ,-30.1504938,-51.1351031,32575046            ,aprendendofeliz@hotmail.com                       ,                                                                                                    ,                                                                                                    ,                                                                                                    ,                                                                                                    ,7,RESTINGA/EXTREMO-SUL       ,8,RESTINGA          ,EM ATIVIDADE,SIM,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,NÃO,NÃO,NÃO,SIM,NÃO,NÃO,SIM
2019-09-27 13:51:04,PRIVADO     ,NI                                                                                        ,43009280,5229 IEI CONSTRUINDO O AMANHÃ VILA JARDIM               ,5229 IEI CONSTRUINDO O AMANHÃ ,R BARAO DE BAGE                                   ,317,VILA JARDIM         ,91330570  ,-30.0382218,-51.1553158,33389395            ,ieicamanha@gmail.com                              ,                                                                                                    ,                                                                                                    ,                                                                                                    ,                                                                                                    ,3,BOM JESUS/LESTE            ,3,LESTE             ,EM ATIVIDADE,SIM,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,NÃO,NÃO,NÃO,SIM,NÃO,NÃO,SIM
2019-09-27 13:51:04,PRIVADO     ,NI                                                                                        ,43047670,5230 EEI ABRASCE ILHA DO PAVÃO                          ,5230 EEI ABRASCE ILHA DO PAVÃO,BR 290                                            ,98,ARQUIPÉLAGO         ,90090004  ,-29.9950918,-51.2170455,995660414           ,escola.pavao@abrascerestauracao.org               ,                                                                                                    ,                                                                                                    ,                                                                                                    ,                                                                                                    ,1,"ILHAS, HUMAITA/NAVEGANTES  ",17,ILHAS             ,EM ATIVIDADE,SIM,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,NÃO,NÃO,NÃO,SIM,NÃO,NÃO,SIM
2019-09-27 13:51:04,PRIVADO     ,NI                                                                                        ,43362540,5231 EEI PIMPONETA                                      ,5231 EEI PIMPONETA            ,AV VINTE UM DE ABRIL                              ,441,SARANDI             ,91120630  ,-29.9886434,-51.1293424,30853070            ,PRIMEIROS.PASSOS@OUTLOOK.COM                      ,                                                                                                    ,                                                                                                    ,                                                                                                    ,                                                                                                    ,2,SARANDI/NORTE              ,5,NORTE             ,EM ATIVIDADE,SIM,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,NÃO,NÃO,NÃO,SIM,NÃO,NÃO,SIM
2019-09-27 13:51:04,PRIVADO     ,NI                                                                                        ,43048170,5232 IEI SALVATORE LETTIERI                             ,5232 IEI SALVATORE LETTIERI   ,R DEZIDERIO SEVERINO                              ,431,PASSO DAS PEDRAS    ,91230250  ,-30.0196723,-51.1248138,34079527            ,escolajardiminga@gmail.com                        ,                                                                                                    ,                                                                                                    ,                                                                                                    ,                                                                                                    ,2,SARANDI/NORTE              ,14,EIXO BALTAZAR     ,EM ATIVIDADE,SIM,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,NÃO,NÃO,NÃO,SIM,NÃO,NÃO,SIM
2019-09-27 13:51:04,PRIVADO     ,NI                                                                                        ,43089178,5233 EEI NOSSO SENHOR  DOS PASSOS                       ,5233 NOSSO SENHOR DOS PASSOS  ,R CAPITAO PEDROSO                                 ,540,RESTINGA            ,91790790  ,-30.1657561,-51.1475797,32662058            ,andre.seixas69@gmail.com                          ,                                                                                                    ,                                                                                                    ,                                                                                                    ,                                                                                                    ,7,RESTINGA/EXTREMO-SUL       ,8,RESTINGA          ,EM ATIVIDADE,SIM,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,NÃO,NÃO,NÃO,SIM,NÃO,NÃO,SIM
2019-09-27 13:51:04,PRIVADO     ,NI                                                                                        ,43142478,5234 EEI JARDIM DE OXUM                                 ,5234 EEI JARDIM DE OXUM       ,AV DR JOAO DENTICE                                ,1045,RESTINGA            ,91790090  ,-30.1646389,-51.1391156,31918838            ,jardimdeoxumescola@gmail.com                      ,                                                                                                    ,                                                                                                    ,                                                                                                    ,                                                                                                    ,7,RESTINGA/EXTREMO-SUL       ,8,RESTINGA          ,EM ATIVIDADE,SIM,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,NÃO,NÃO,NÃO,SIM,NÃO,NÃO,SIM
2019-09-27 13:51:04,PRIVADO     ,NI                                                                                        ,43089283,5235 EEI EDUARDA PUJOL ZANIRATTI II                     ,5235 EDUARDA II               ,R ELZIRA NUNES DA SILVA                           ,100,RESTINGA            ,91788712  ,-30.1612722,-51.1505841,32480011            ,contatoinfantojuvenil@gmail.com                   ,                                                                                                    ,                                                                                                    ,                                                                                                    ,                                                                                                    ,7,RESTINGA/EXTREMO-SUL       ,8,RESTINGA          ,EM ATIVIDADE,SIM,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,NÃO,NÃO,NÃO,SIM,NÃO,NÃO,SIM
2019-09-27 13:51:04,PRIVADO     ,NI                                                                                        ,43051510,5236 EEI PITINGUINHA                                    ,5236 PITINGUINHA              ,R WALTHER SCHNEIDER                               ,224,RESTINGA            ,91790402  ,-30.1429328,-51.1018623,32036570            ,pitinguinha@hotmail.com                           ,                                                                                                    ,                                                                                                    ,                                                                                                    ,                                                                                                    ,7,RESTINGA/EXTREMO-SUL       ,8,RESTINGA          ,EM ATIVIDADE,SIM,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,NÃO,NÃO,NÃO,SIM,NÃO,NÃO,SIM
2019-09-27 13:51:04,PRIVADO     ,NI                                                                                        ,43089160,5237 EEI WLANIR PORTO                                   ,5237 WLANIR PORTO             ,R ARGEMIRO OGANDO CORREA                          ,350,SERRARIA            ,91770810  ,-30.1636441,-51.227896,99811515            ,escolawlanirporto@gmail.com                       ,                                                                                                    ,                                                                                                    ,                                                                                                    ,                                                                                                    ,6,CENTRO SUL/SUL             ,15,SUL               ,EM ATIVIDADE,SIM,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,NÃO,NÃO,NÃO,SIM,NÃO,NÃO,SIM
2019-09-27 13:51:04,PRIVADO     ,NI                                                                                        ,43046088,5238 EEI CHEIRINHO DE MÃE                               ,5238 CHEIRINHO DE MÃE         ,ACESSO F                                          ,2492,RESTINGA            ,91793695  ,-30.1528026,-51.1456262,32493821            ,cheirinhodemae@hotmail.com                        ,                                                                                                    ,                                                                                                    ,                                                                                                    ,                                                                                                    ,6,CENTRO SUL/SUL             ,8,RESTINGA          ,EM ATIVIDADE,SIM,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,NÃO,NÃO,NÃO,SIM,NÃO,NÃO,SIM
2019-09-27 13:51:04,PRIVADO     ,NI                                                                                        ,43044999,5239 EEI MEU PEDACINHO DE CHÃO                          ,5239 MEU PEDACINHO DE CHÃO    ,R COLISEU                                         ,893,RESTINGA            ,91790280  ,-30.1525898,-51.1362187,32491219            ,jacque.rib@hotmail.com                            ,                                                                                                    ,                                                                                                    ,                                                                                                    ,                                                                                                    ,7,RESTINGA/EXTREMO-SUL       ,8,RESTINGA          ,EM ATIVIDADE,SIM,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,NÃO,NÃO,NÃO,SIM,NÃO,NÃO,SIM
2019-09-27 13:51:04,PRIVADO     ,NI                                                                                        ,43089194,5240 EEI JARDIM FLORESTA LAMI                           ,5240 JARDIM FLORESTA LAMI     ,RUA E                                             ,115,LAMI                ,91787516  ,-30.2381117,-51.0832602,32456407            ,secretario.admjardimfloresta@gmail.com            ,                                                                                                    ,                                                                                                    ,                                                                                                    ,                                                                                                    ,7,RESTINGA/EXTREMO-SUL       ,13,EXTREMO SUL       ,EM ATIVIDADE,SIM,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,NÃO,NÃO,NÃO,SIM,NÃO,NÃO,SIM
2019-09-27 13:51:04,PRIVADO     ,NI                                                                                        ,43089216,5241 EEI DESENVOLVENDO O SABER                          ,5241 DESENVOLVENDO O SABER    ,ACB(SQ 6 -3 UNIDADE VICINAL)                      ,3728,RESTINGA            ,91793440  ,-30.1472718,-51.149968,32574058            ,prof-andreiafraga@hotmail.com                     ,                                                                                                    ,                                                                                                    ,                                                                                                    ,                                                                                                    ,7,RESTINGA/EXTREMO-SUL       ,8,RESTINGA          ,EM ATIVIDADE,SIM,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,NÃO,NÃO,NÃO,SIM,NÃO,NÃO,SIM
2019-09-27 13:51:04,PRIVADO     ,NI                                                                                        ,43142672,5242 IEI MARIA DE NAZARÉ III - IEIMAN                   ,5242 IEI MARIA DE NAZARÉ III  ,R BEZERRA DE MENEZES                              ,410,PASSO DA AREIA      ,91350130  ,-30.0156205,-51.1691659,33421924            ,ieiman@terra.com.br                               ,                                                                                                    ,                                                                                                    ,                                                                                                    ,                                                                                                    ,2,SARANDI/NORTE              ,2,NOROESTE          ,EM ATIVIDADE,SIM,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,NÃO,NÃO,NÃO,SIM,NÃO,NÃO,SIM
2019-09-27 13:51:04,PRIVADO     ,NI                                                                                        ,0,5243 ECEI AMURT BELEM NOVO                              ,5243 AMURT BELEM NOVO         ,R EUSTAQUIO INACIO DA SILVEIRA                    ,290,BELEM NOVO          ,91780110  ,0.0,0.0,33122300            ,brasil@amurt.org.br                               ,                                                                                                    ,                                                                                                    ,                                                                                                    ,                                                                                                    ,7,RESTINGA/EXTREMO-SUL       ,13,EXTREMO SUL       ,EM ATIVIDADE,SIM,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,NÃO,NÃO,NÃO,SIM,NÃO,NÃO,NÃO
2019-09-27 13:51:04,PRIVADO     ,NI                                                                                        ,43142362,5244 EEI NOSSA SENHORA DAS GRAÇAS                       ,5244 EEI NOSSA SENHORA DAS GRA,RUA 2A ESTRADA OTAVIANO JOSE PINTO                ,21,LAMI                ,91787564  ,-30.2245808,-51.0694994,32581374            ,adm11@cpij.org.br                                 ,                                                                                                    ,                                                                                                    ,                                                                                                    ,                                                                                                    ,7,RESTINGA/EXTREMO-SUL       ,13,EXTREMO SUL       ,EM ATIVIDADE,SIM,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,NÃO,SIM,NÃO,NÃO,SIM
2019-09-27 13:51:04,PRIVADO     ,NI                                                                                        ,43162274,5245 EEI ENI MEDEIROS                                   ,5245 EEI ENI MEDEIROS         ,R ATTILIO BILIBIO                                 ,261,JARDIM CARVALHO     ,91530008  ,-30.0596861,-51.1490971,996612594           ,adm29@cpij.org.br                                 ,                                                                                                    ,                                                                                                    ,                                                                                                    ,                                                                                                    ,3,BOM JESUS/LESTE            ,3,LESTE             ,EM ATIVIDADE,SIM,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,NÃO,SIM,NÃO,SIM,NÃO,NÃO,SIM
2019-09-27 13:51:04,PRIVADO     ,NI                                                                                        ,43105416,6001 EEF PEQUENA CASA DA CRIANÇA                        ,6001 PEQUENA CASA DA CRIANÇA  ,R MARIO DE ARTAGAO                                ,13,PARTENON            ,90680090  ,-30.0654387,-51.1946497,30760500            ,escola@pequenacasa.org.br                         ,                                                                                                    ,                                                                                                    ,                                                                                                    ,                                                                                                    ,4,PARTENON                   ,7,PARTENON          ,EM ATIVIDADE,SIM,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,NÃO,NÃO,NÃO,NÃO,SIM
2019-09-27 13:51:04,PRIVADO     ,NI                                                                                        ,43189768,EEF ALDEIA LUMIAR                                       ,ALDEIA LUMIAR                 ,R DONA PAULINA                                    ,700,TRISTEZA            ,91920030  ,0.0,0.0,30699517            ,SECRETARIA.ESCOLA@ALDEIADAFRATERNIDADE.ORG.BR     ,                                                                                                    ,                                                                                                    ,                                                                                                    ,                                                                                                    ,0,TODAS AS REGIÕES           ,11,CRISTAL           ,EM ATIVIDADE,SIM,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,NÃO,NÃO,NÃO,NÃO,SIM
2019-09-27 13:51:04,PRIVADO     ,NI                                                                                        ,43382118,8001 CAEC MOVIMENTO PELOS DIREITOS DA CRIANÇA E DO ADOLE,8001 MDCA                     ,AV BURGUESES                                      ,255,PARTENON            ,91530020  ,0.0,0.0,33397274            ,mdca@terra.com.br                                 ,                                                                                                    ,                                                                                                    ,                                                                                                    ,                                                                                                    ,4,PARTENON                   ,7,PARTENON          ,EXTINTA     ,NÃO,NÃO,NÃO,SIM,NÃO,NÃO,SIM,NÃO,NÃO,NÃO,SIM,NÃO,NÃO,NÃO
2019-09-27 13:51:04,PRIVADO     ,NI                                                                                        ,43385087,8002 CAEC INSTITUTO CULTURAL SÃO FRANCISCO DE ASSIS     ,8002 CPCA                     ,R C ESTR JOAO DE OLIVEIRA REMIAO                  ,4444,LOMBA PINHEIRO      ,91560080  ,0.0,0.0,33191001            ,cpcasec@portoweb.com.br                           ,www.cpca.franciscanos-rs.org.br                                                                     ,                                                                                                    ,                                                                                                    ,                                                                                                    ,8,CENTRO                     ,4,LOMBA DO PINHEIRO ,EXTINTA     ,NÃO,NÃO,NÃO,SIM,NÃO,SIM,NÃO,NÃO,NÃO,SIM,NÃO,NÃO,NÃO,NÃO
2019-09-27 13:51:04,PRIVADO     ,NI                                                                                        ,43383050,8003 CAEC ASSOCIAÇÃO MISSIONÁRIA DE BENEFICENCIA - CENTR,8003 CENTRO SÃO JOSÉ          ,R JOSE MADRID                                     ,980,JARDIM CARVALHO     ,91430580  ,0.0,0.0,30285315            ,centrosaojose@terra.com.br                        ,                                                                                                    ,                                                                                                    ,                                                                                                    ,                                                                                                    ,3,BOM JESUS/LESTE            ,3,LESTE             ,EXTINTA     ,NÃO,NÃO,NÃO,SIM,NÃO,SIM,NÃO,NÃO,NÃO,SIM,NÃO,NÃO,NÃO,NÃO
2019-09-27 13:51:04,PRIVADO     ,NI                                                                                        ,43212123,8004 CAEC CENTRO DE EDUCAÇÃO PROFISSIONAL SÃO JOÃO CALAB,8004 CALABRIA                 ,ESTR ARACAJU                                      ,650,NONOAI              ,91740320  ,0.0,0.0,32457222            ,ENSINO@CALABRIA.COM.BR                            ,                                                                                                    ,                                                                                                    ,                                                                                                    ,                                                                                                    ,6,CENTRO SUL/SUL             ,15,SUL               ,EXTINTA     ,NÃO,NÃO,NÃO,SIM,NÃO,NÃO,NÃO,NÃO,SIM,NÃO,NÃO,NÃO,NÃO,NÃO
