Inep,Logradouro,Numero,Bairro,Cep,Email
43206220,RUA 7153                                          ,100,RESTINGA            ,90001970,renovardaesperanca@hotmail.com                    
43201288,R MARIA TRINDADE                                  ,115,FARRAPOS            ,90250275,amovitec@oi.com.br                                
43201156,AV PRESIDENTE FRANKLIN ROOSEVELT                  ,910,SAO GERALDO         ,90230002,centroedusaovicente@gmail.com                     
43188222,ACESSO O                                          ,2051,RESTINGA            ,91792260,restinganova2@amurt.org.br                        
43191894,R ENG OSCAR DE OLIVEIRA RAMOS                     ,1411,RESTINGA            ,91790050,escolainfantilamovir@gmail.com                    
43208312,R SEISCENTOS NOVENTA OITO                         ,104,FARRAPOS            ,90250596,educabueno@yahoo.com.br                           
43208185,RUA B AFRICA DO SUL                               ,7,BELÉM VELHO         ,91787351,centrosocialagianelli@gmail.com                   
43207715,RUA AMERICANA                                     ,90,BELÉM VELHO         ,91787380,escolauniaoesperanca@gmail.com                    
43207707, RUA TABAJARAS                                    ,105,CASCATA             ,91712310,bibiviviane@ig.com.br                             
43211399,R MONSENHOR SEVERINO BRUN                         ,65,FARRAPOS            ,90245308,brincando.aprendendo@outlook.com.br               
43211100,RUA JOAO PARIS                                    ,1107,SARANDI             ,91160440,acomparn3@yahoo.com.br                            
43211453,RUA C                                             ,4,RESTINGA            ,91790110,adm19@cpij.org.br                                 
43211119,R VEREADOR ELOY MARTINS                           ,103,FARRAPOS            ,90250264,adm.pampa@abrascerestauracao.org                  
43209254,AV IRMAO FAUSTINO JOAO                            ,59,RUBEM BERTA         ,91250690,crescercomlazer1996@hotmail.com                   
43190790,R SEZEFREDO IGNACIO DE OLIVEIRA                   ,895,PASSO DAS PEDRA     ,91230440,centroinfantiltiagessi@hotmail.com                
43211135,BC ALEGRIA                                        ,141,RUBEM BERTA         ,91170591,escolatiamariazinha@outlook.com                   
43211330,AV JOAO PESSOA                                    ,2301,AZENHA              ,90040001,verapoa@terra.com.br                              
43211216,R HORTENCIO MACHADO DE LIMA                       ,48,RESTINGA            ,91790620,escolachacrinha@hotmail.com                       
43240615,R EMILIA PERRONI FERNANDES                        ,100,CAMAQUÃ             ,91910295,lopesnza@yahoo.com.br                             
43280005,R GARCA-MOURA                                     ,100,FLORESTA            ,90220330,meninojesus@maristas.org.br                       
43240208,R VIOLETA PARQUE DAS ORQUIDEAS                    ,2,MARIO QUINTANA      ,91260396,escolaegidiopiccoli@yahoo.com.br                  
43281001,TRAV COSME E DAMIAO                               ,84,PARTENON            ,90680247,semeandoamanha2008@hotmail.com                    
43240011,R SALOMAO DUBIN                                   ,11,BOA VISTA           ,91340450,asmojibj@hotmail.com                              
43240607,R VIUVINHA                                        ,275,JARDIM CARVALHO     ,91430817,pequenoazambuja@hotmail.com                       
43282008,R GERALDINA BATISTA                               ,115,RUBEM BERTA         ,91150095,escolainfantilmeudengo@hotmail.com                
43240429,R DONA TEODORA                                    ,984,FARRAPOS            ,90240300,mundocoloridoescola@hotmail.com                   
43283004,R JACQUES YVES COSTEAU                            ,565,RESTINGA            ,91790425,noris.manito@hotmail.com                          
43201296,R DEODORO                                         ,250,MARIO QUINTANA      ,91260370,crechelaresperanca@yahoo.com.br                   
43187846,RUA IRMAOS MARISTAS                               ,1,MARIO QUINTANA      ,91250254,renascer@maristas.org.br                          
43206239,R CRUZEIRO DO SUL                                 ,2873,SANTA TEREZA        ,90840000,escoladavida@hotmail.com                          
43282016,R ARAPEI                                          ,551,CRISTAL             ,90830470,crechetiaiara@hotmail.com                         
43240402,ESTRADA CRISTIANO KRAEMER                         ,541,VILA NOVA           ,91750060,ascomocris@hotmail.com                            
43284000,RUA  COLINA                                       ,150,VILA NOVA           ,91750000,eirscamponovo@yahoo.com.br                        
43211356,AV DR JOAO DENTICE                                ,779,RESTINGA            ,91790090,cantinhodacriancaalgodaodoce@ig.com.br            
43207723,ACESSO A                                          ,3036,RESTINGA            ,91793020,emerson_susana@hotmail.com                        
43260004,R TOBAGO                                          ,1260,RESTINGA            ,91790530,acobreve@gmail.com                                
43254403,AV JOAQUIM PORTO VILLANOVA                        ,136,JARDIM CARVALHO     ,91410400,cintia.vovobeli@gmail.com                         
43254209,RUA MILTON SALES SILVEIRA                         ,37,CORONEL APARÍCIO BOR,91530660,escola.partenon@abrascerestauracao.org            
43259014,RUA BERNARDI                                      ,61,CRISTO REDENTOR     ,91040030,e.e.i.nossosonho2@hotmail.com                     
43211666,R VINTE SETE VILA MATO SAMPAIO                    ,125,BOM JESUS           ,91420634,adm40@cpij.org.br                                 
43254624,AV MOAB CALDAS ACESSO 6                           ,20,SANTA TEREZA        ,90880310,crechesonhomeu@gmail.com                          
43240410,AV IPIRANGA                                       ,3780,PRAIA DE BELAS      ,90160090,anjosdaintegracao@gmail.com                       
43259006,R PEDRO BOTICARIO                                 ,336,PARTENON            ,90660070,silvanacristinacorrea@yahoo.com.br                
43295274,R PRIMAVERA                                       ,50,SARANDI             ,91140290,ngeracao@hotmail.com                              
43300170,ESTR ARACAJU                                      ,453,VILA NOVA           ,91740320,escolacasanazare@gmail.com                        
43211062,R ORFANOTROFIO                                    ,336,TERESOPOLIS         ,90840440,eeipjesus@ig.com.br                               
43296181,R MANOEL FERRADOR                                 ,405,PASSO DAS PEDRAS    ,91230370,OSICOM22@GMAIL.COM                                
43295282,R BONIFACIO CALDERON                              ,45,PASSO DAS PEDRAS    ,91230170,infantilosicom3@gmail.com                         
43299199,DIRETRIZ 3729                                     ,116,PARTENON            ,91520650,escolasaoguilherme@yahoo.com.br                   
43206247,R INFANCIA                                        ,302,RUBEM BERTA         ,91170715,eursinhopooh@gmail.com                            
43298206,R ALBERTO SEHBE SIMON                             ,74,RUBEM BERTA         ,91160595,dutrajardim_2009@hotmail.com                      
43300146,R JAIME LINO DOS SANTOS FILHO                     ,604,LOMBA DO PINHEIRO   ,91550610,                                                  
43298150,R B VILA BECO DOS HERDEIROS                       ,61,AGRONOMIA           ,91540030,escolainfantilplanetamagico@gmail.com             
43185290,AV POLONIA                                        ,625,SÃO GERALDO         ,90230110,leniraleites40@gmail.com                          
43211348,R VIDAL BARBOSA                                   ,1075,SARANDI             ,91120340,centrofavodemel@yahoo.com.br                      
43299148,AV ENG ARY DE ABREU LIMA                          ,390,VILA IPIRANGA       ,91360070,julianal_brito@hotmail.com                        
43297110,R ANTONIO JOSE DE SANTANA                         ,899,AGRONOMIA           ,91540180,a.b.saomarcos@hotmail.com                         
43300081,RUA JOSÉ INÁCIO DA SILVA                          ,441,BELÉM NOVO          ,91780240,jeannine.kercher@gmail.com                        
43296190,R SARGENTO MANOEL ARRUDA                          ,405,JARDIM CARVALHO     ,91430220,escolaseismoranguinhos@gmail.com                  
43300120,RESTINGA 4 UNIDADE ACESSO 6                       ,4628,RESTINGA            ,91795100,anjosdatingaoriginal@gmail.com                    
43298133,R FELISBERTO MAIA                                 ,190,MARIO QUINTANA      ,91260371,anjos180@yahoo.com.br                             
43296130,BC CARLOS SUPERTI                                 ,300,VILA NOVA           ,91750020,eeipinguinhosdeouro@gmail.com                     
43108580,RUA FELIPE NERI                                   ,78,AUXILIADORA         ,90440150,casadacriancansa@gmail.com                        
43285007,AV ECON NILO WULFF                                ,919,RESTINGA            ,91790000,renascereducacaoinfantil@outlook.com              
43367330,BECO DO GUARÁ                                     ,59,GUARUJÁ             ,91770012,esctrevodeouro@gmail.com                          
43367348,RUA OLRLANDO AITA                                 ,2,JARDIM LEOPOLDINA   ,91240030,PLANETADOSABER.CONCOJAL@GMAIL.COM                 
43367356,R PESCADOR                                        ,400,ARQUIPÉLAGO         ,90090170,anjodasflores@hotmail.com                         
43367364,RUA ITAPUA                                        ,94,MARIO QUINTANA      ,91270325,ieiman@terra.com.br                               
43367372,R PRISMA                                          ,64,SANTA TEREZA        ,90840130,tbronkinha@hotmail.com                            
43367380,R ANA JULIA                                       ,176,LOMBA DO PINHEIRO   ,91550000,escolaprimeirospassos2010@hotmail.com             
43210457,AV MOAB CALDAS                                    ,33,SANTA TEREZA        ,90880310,usps.ong@hotmail.com                              
43209041,R DR ANTONIO MAZZAFERRO NETO                      ,443,ABERTA DOS MORROS   ,91787196,acaminhodosol13@hotmail.com                       
43361404,R RAUL CAUDURO                                    ,297,MARIO QUINTANA      ,91270580,centroinfantilpedacodegente@yahoo.com.br          
43241204,R NOVA OLINDA                                     ,203,LAMI                ,91787640,creche_girassol@hotmail.com                       
43185231,R SANTANA                                         ,1225,FARROUPILHA         ,90040372,escola.amigo.germano@gmail.com                    
43187870,R MARCIANO RIBEIRO                                ,83,MEDIANEIRA          ,90870360,crecheelsinha@hotmail.com                         
43004822,R PARLAMENTO                                      ,215,MORRO SANTANA       ,91450370,rigotti33@gmail.com                               
43004849,R GRACIANO CAMOZZATO                              ,0,FARRAPOS            ,90250390,obra.social@brturbo.com.br                        
43004610,R MARIA PAULA LEAL                                ,200,FARRAPOS            ,90250617,instituicaopedemoleque@gmail.com                  
43004369,AV A J RENNER                                     ,773,HUMAITÁ             ,90245000,ieivitoria@hotmail.com                            
43004830,R DR MEER MARIO KAUFMANN                          ,336,STA ROSA LIMA       ,91160270,nucleo5@acompar.org                               
43004350,R PAULINO AZURENHA                                ,445,PARTENON            ,90680240,crecheeremi@hotmail.com                           
43004342,RUA DA COMUNIDADE                                 ,16,LOMBA DO PINHEIRO   ,91560550,jardimdofuturo@gmail.com                          
43006817,R STEFAN HERMANN                                  ,4,PONTA GROSSA        ,91780598,clubdemaesmaesjesus@gmail.com                     
43379060,AV BERNARDINO SILVEIRA PASTORIZA                  ,641,RUBEM BERTA         ,91160310,PATATIPATATA_AMBA@HOTMAIL.COM                     
43203159,R JOSE DO PATROCINIO                              ,920,CIDADE BAIXA        ,90050002,escola.sagradafamilia@yahoo.com.br                
43206255,R LIBERAL                                         ,3187,CAVALHADA           ,91920682,escola.anjinhostravessos@hotmail.com              
43367429,R DOMINGOS JOSE POLI                              ,331,RESTINGA            ,91790072,eeiconstruindooamanha@gmail.com                   
43004334,AV ECON NILO WULFF                                ,929,RESTINGA            ,91790000,contatoinfantojuvenil@gmail.com                   
43004318,AV ENG LUDOLFO BOEHL                              ,1402,CASCATA             ,91720150,micheledubinpoa@gmail.com                         
43295290,RUA BECO DOS MARIANOS                             ,164,AGRONOMIA           ,91540605,IDEIPINGODEMEL@YAHOO.COM.BR                       
43006825,RUA PEDRO RAIMUNDO                                ,179,CHAPÉU DO SOL       ,91787029,escolacantinhodosol@gmail.com                     
43006833,ESTR CRISTIANO KRAEMER                            ,1078,VILA NOVA           ,91750062,escolaanamaltzknijnik@outlook.com                 
43006841,R PRISMA                                          ,203,SANTA TEREZA        ,90840130,escolaprisma203@gmail.com                         
43185622,AV VENANCIO AIRES                                 ,1030,FARROUPILHA         ,90040192,instituicaosantaterezinha@hotmail.com             
43201270,BC VITORIA                                        ,1460,LAGEADO             ,91787220,adm30@cpij.org.br                                 
43008666,R MILLO RAFFIN                                    ,79,MARIO QUINTANA      ,91240475,ong.suve@yahoo.com.br                             
43009166,R SARGENTO SILVIO DELMAR HOLLENBACH               ,698,RUBEM BERTA         ,91240120,marietapaixaoaraujo@gmail.com                     
43008690,R CEL CLAUDINO                                    ,80,CRISTAL             ,91910670,dselencovich@hotmail.com                          
43009115,AC CIRIO AMARAL DE OLIVEIRA                       ,403,RESTINGA            ,91790260,aprendendofeliz@hotmail.com                       
43009280,R BARAO DE BAGE                                   ,317,VILA JARDIM         ,91330570,ieicamanha@gmail.com                              
43047670,BR 290                                            ,98,ARQUIPÉLAGO         ,90090004,escola.pavao@abrascerestauracao.org               
43362540,AV VINTE UM DE ABRIL                              ,441,SARANDI             ,91120630,PRIMEIROS.PASSOS@OUTLOOK.COM                      
43048170,R DEZIDERIO SEVERINO                              ,431,PASSO DAS PEDRAS    ,91230250,escolajardiminga@gmail.com                        
43089178,R CAPITAO PEDROSO                                 ,540,RESTINGA            ,91790790,andre.seixas69@gmail.com                          
43142478,AV DR JOAO DENTICE                                ,1045,RESTINGA            ,91790090,jardimdeoxumescola@gmail.com                      
43089283,R ELZIRA NUNES DA SILVA                           ,100,RESTINGA            ,91788712,contatoinfantojuvenil@gmail.com                   
43051510,R WALTHER SCHNEIDER                               ,224,RESTINGA            ,91790402,pitinguinha@hotmail.com                           
43089160,R ARGEMIRO OGANDO CORREA                          ,350,SERRARIA            ,91770810,escolawlanirporto@gmail.com                       
43046088,ACESSO F                                          ,2492,RESTINGA            ,91793695,cheirinhodemae@hotmail.com                        
43044999,R COLISEU                                         ,893,RESTINGA            ,91790280,jacque.rib@hotmail.com                            
43089194,RUA E                                             ,115,LAMI                ,91787516,secretario.admjardimfloresta@gmail.com            
43089216,ACB(SQ 6 -3 UNIDADE VICINAL)                      ,3728,RESTINGA            ,91793440,prof-andreiafraga@hotmail.com                     
43142672,R BEZERRA DE MENEZES                              ,410,PASSO DA AREIA      ,91350130,ieiman@terra.com.br                               
0,R EUSTAQUIO INACIO DA SILVEIRA                    ,290,BELEM NOVO          ,91780110,brasil@amurt.org.br                               
43142362,RUA 2A ESTRADA OTAVIANO JOSE PINTO                ,21,LAMI                ,91787564,adm11@cpij.org.br                                 
43162274,R ATTILIO BILIBIO                                 ,261,JARDIM CARVALHO     ,91530008,adm29@cpij.org.br                                 
43105416,R MARIO DE ARTAGAO                                ,13,PARTENON            ,90680090,escola@pequenacasa.org.br                         
43189768,R DONA PAULINA                                    ,700,TRISTEZA            ,91920030,SECRETARIA.ESCOLA@ALDEIADAFRATERNIDADE.ORG.BR     
43382118,AV BURGUESES                                      ,255,PARTENON            ,91530020,mdca@terra.com.br                                 
43385087,R C ESTR JOAO DE OLIVEIRA REMIAO                  ,4444,LOMBA PINHEIRO      ,91560080,cpcasec@portoweb.com.br                           
43383050,R JOSE MADRID                                     ,980,JARDIM CARVALHO     ,91430580,centrosaojose@terra.com.br                        
43212123,ESTR ARACAJU                                      ,650,NONOAI              ,91740320,ENSINO@CALABRIA.COM.BR                            
43384099,R ARIOVALDO PINHEIRO                              ,24,PASSO DA AREIA      ,91350120,coesopoa@yahoo.com.br                             
43385079,AV LUIZ FRANCISCO ZANELLA                         ,504,RESTINGA            ,91790800,umnovolhar@ig.com.br                              
43382088,RUA CARLOS NIDERAUER HOFMAISTER                   ,962,RESTINGA            ,91790020,cijmonteiro@ig.com.br                             
43385095,AV MOAB CALDAS                                    ,485,                    ,90880310,CENTROCOMUNITARIOP@YAHOO.COM.BR                   
43384102,AV SOUZA MELO                                     ,489,SARANDI             ,91120600,ACAOSOCIALDEFE@GMAIL.COM                          
43382100,R IRMA MARIA JOSE TREVISAN                        ,10,FARRAPOS            ,90250430,ACBERGS@BRTURBO.COM.BR                            
43382096,R DR MANOEL JOSE LOPES FERNANDES                  ,650,VL JOAO PESSOA      ,91510420,                                                  
43384080,AV SERTORIO                                       ,253,NAVEGANTES          ,91020001,SECRETARIANAN@VERZERIORG.BR                       
43000070,ESTR CHACARA DO BANCO                             ,71,RESTINGA            ,91790750,pe.pedroleonardi@yahoo.com.br                     
43000118,RUA D                                             ,14,JARDIM CARVALHO     ,91440160,acsrc14@hotmail.com                               
43000169,RUA D                                             ,14,JARDIM CARVALHO     ,91440160,ACSRC14@HOTMAIL.COM                               
43000088,RUA WOLFRON MEDZLER                               ,650,RUBEM BERTA         ,91250320,SASEAMORB@HOTMAIL.COM                             
43000096,RUA JOSÉ PERES GARCIA                             ,17,VILA FARRAPOS       ,90250470,JOCESILVA1@YAHOO.COM.BR                           
43000100,ESTRADA ANTONIO SEVERINO                          ,1493,MARIO QUINTANA      ,91250330,CESMAR@MARISTAS.ORG.BR                            
43000126,R NICOLAU COELHO                                  ,58,VILA IPIRANGA       ,91380170,                                                  
43000177,R ANDRADAS                                        ,680,CENTRO HISTORIC     ,90020000,                                                  
43000185,R JOSE MADRID                                     ,980,JARDIM CARVALHO     ,91430580,                                                  
43001190,RUA 7121                                          ,0,RESTINGA            ,91791508,                                                  
43104924,AV DR NILO PECANHA                                ,1521,PETROPOLIS          ,90470001,secretaria@colegioanchieta.g12.br                 
43104940,AV CRISTOVAO COLOMBO                              ,1098,FLORESTA            ,90560001,colegiobatista@colegiobatista.org.br              
43104959,AV BENTO GONCALVES                                ,4314,PARTENON            ,90650001,champagnat@pucrs.br                               
43104967,AV PRESIDENTE ROOSEVELT                           ,770,SAO GERALDO         ,90230001,concordia@colegioconcordia.com.br                 
43104975,RUA CARLOS HUBER                                  ,425,TRES FIGUEIRAS      ,91330150,colegio@farroupilha.g12.br                        
43104983,AV PROTASIO ALVES                                 ,943,SANTA CECILIA       ,90410000,colegioisraelita@colegioisraelita.com.br          
43104991,AV PADRE CACIQUE                                  ,1028,PRAIA DE BELAS      ,90810240,mariaimaculada@mariaimaculada.com.br              
43105017,RUA RAMIRO BARCELOS                               ,996,MOINHOS DE VENTO    ,90035001,cbc@bomconselho.com.br                            
43105025,AV PROF OSCAR PEREIRA                             ,3052,GLORIA              ,91710000,secretaria@colegiogloria.com.br                   
43105033,RUA RIACHUELO                                     ,800,CENTRO              ,90010272,lsdores@lsdores.com.br                            
43105041,AV SERTORIO                                       ,253,NAVEGANTES          ,91020001,direcao@colegionavegantes.com.br                  
43105050,RUA PAULINO CHAVES                                ,262,SANTO ANTONIO       ,90640200,rainhadobrasil@cifa.org.br                        
43105068,AV PROTASIO ALVES                                 ,2493,PETROPOLIS          ,90410002,www.csines@santainesrs.com.br                     
43105076,AV CAVALHADA                                      ,2250,CAVALHADA           ,91740000,info@stateresa.com.br                             
43105084,RUA LUIZ DE CAMOES                                ,372,SANTO ANTONIO       ,90620150,colegio@lssa.com.br                               
43105092,AV PADRE LEOPOLDO BRENTANO                        ,700,HUMAITA             ,90250590,escola@stoinacio.com.br                           
43105106,RUA HONORIO SILVEIRA DIAS                         ,645,SAO JOAO            ,90550150,colegio@lssj.com.br                               
43105114,RUA DOM DIOGO SOUZA                               ,100,CRISTO REDENTOR     ,91360000,rosangeli@saojudastadeu.com.br                    
43105130,RUA ALVARO CHAVES                                 ,625,FLORESTA            ,90220040,secretaria.saopedro@maristas.org.br               
43105149,RUA DUQUE DE CAXIAS                               ,1475,CENTRO              ,90010283,fabiano.reis@bomjesus.br                          
43105157,RUA JOAO OBINO                                    ,110,PETROPOLIS          ,90470150,veracruz@colegioveracruz.com.br                   
43105165,RUA FELIX DA CUNHA                                ,515,FLORESTA            ,90470001,irmaopedro@ig.com.br                              
43105173,RUA ENEAS FLORES                                  ,55,RUBEM BERTA         ,91250570,mariaepifaneo@terra.com.br                        
43105181,AV IPIRANGA                                       ,1090,AZENHA              ,90160091,soniaboyde@terra.com.br                           
43105190,RUA NOVA PRATA                                    ,180,IAPI                ,90520150,colegio.becker@terra.com.br                       
43105203,AV FRANCA                                         ,400,NAVEGANTES          ,90230220,secretaria@colegiogodoi.com.br                    
43105211,RUA GONCALVES DIAS                                ,1022,MENINO DEUS         ,90130060,escolainfante@yahoo.com.br                        
43105220,AV PIRATINI                                       ,76,SANTANA             ,90040160,colegiojulinho@ig.com.br                          
43105238,AV OTTO NIEMEYER                                  ,650,TRISTEZA            ,91910001,escolapadrereus@hotmail.com                       
43105262,RUA ARTIGAS                                       ,340,PETROPOLIS          ,90670120,criancaarteira@correioweb.com.br                  
43105270,VIELA SAO BRAS                                    ,17,PASSO DAREIA        ,90520480,secretaria@cenaculo.com.br                        
43105289,RUA MAL JOSE INACIO DA SILVA                      ,305,IAPI                ,90520280,secretaria@imapoa.com.br                          
43105300,RUA DR CARLOS FLORES                              ,53,BELEM NOVO          ,91780080,eraffo@terra.com.br                               
43105319,RUA PEDRO IVO                                     ,88,MONTSERRAT          ,90450210,cmmargarida@dombosco.net                          
43105327,RUA FILADELFIA                                    ,314,HIGIENOPOLIS        ,90550060,egoretti@mgoretti.com.br                          
43105335,RUA GEN GOMES CARNEIRO                            ,364,MEDIANEIRA          ,90870310,vicentacunha@cpovo.net                            
43105343,RUA ALARICO VALENCA                               ,160,PARTENON            ,91520010,ensb.sec@terra.com.br                             
43105351,RUA BORTOLO BARBIERI                              ,90,JARDIM SAO PEDRO    ,91040160,secretaria@colegioromanoii.com.br                 
43105360,RUA SANTA TEREZINHA                               ,572,SANTANA             ,90040160,colegio@colegiosantarosadelima.com.br             
43105386,AV ANTONIO DE CARVALHO                            ,495,JARDIM CARVALHO     ,91430001,gema.belia@ibest.com.br                           
43105394,RUA MANOEL DO CARMO                               ,100,NONOAI              ,90830340,efnacoesunidas-01cre@seduc.rs.gov.br              
43105408,RUA CAMAQUA                                       ,534,CAMAQUA             ,91910630,capa.asr@usb.org.br                               
43105416,RUA MARIO ARTAGAO                                 ,13,PARTENON            ,90680090,edinfantil@pequenacasa.org.br                     
43105432,RUA VERISSIMO ROSA                                ,175,PARTENON            ,90610280,escola@sitiodopicapauamarelors.com.br             
43105564,RUA NOSSA SRA DE FATIMA                           ,201,RUBEM BERTA         ,91180003,efluizalauffer-01cre@seduc.rs.gov.br              
43105572,AV PRESIDENTE ROOSEVELT                           ,149,NAVEGANTES          ,90230000,escola.1demaio@terra.com.br                       
43105580,RUA ADAO BAINO                                    ,206,CRISTO REDENTOR     ,91350240,idds@ig.com.br                                    
43105602,ESTRADA DOS BATTILANAS                            ,140,CASCATA             ,91712310,efmln@terra.com.br                                
43105610,NOEL ROSA                                         ,223,JARDIM ITU SABARA   ,91210110,weibert@aampa.com.br                              
43105629,RUA PASSOS FIGUEROA                               ,841,SARANDI             ,91110500,eas.acsr@usb.org.br                               
43105637,TRAV PROF.EMETERIO G.FERNANDEZ                    ,345,JARDIM ITATI        ,91370380,secmar.acsr@usb.org.br                            
43105670,AV MATHILDE T RENNER                              ,55,JARDIM ITATI        ,91370000,salvador@salvador.org.br                          
43105688,AV JOSE LOUREIRO DA SILVA                         ,945,CENTRO              ,90010420,parobe@cteparobe.com.br                           
43105696,RUA DUQUE DE CAXIAS                               ,385,CENTRO              ,90010282,etesed@uol.com.br                                 
43105718,RUA ANDRADAS                                      ,861,CENTRO              ,90020003,secretaria@colegiomaua.com.br                     
43105734,RUA MALI                                          ,405,CRISTO REDENTOR     ,91370230,secretaria@santadoroteia-rs.com.br                
43105742,RUA SARG EXP. GERALDO SANTANA                     ,0,PARTENON            ,91530640,efmartinsdesouza-01cre@seduc.rs.gov.br            
43105750,RUA SALVADOR PINHEIRO                             ,65,VILA JARDIM         ,91320240,efacorianos-01cre@seduc.rs.gov.br                 
43105769,AV BENTO GONCALVES                                ,8426,AGRONOMIA           ,91540000,                                                  
43105777,AV TRONCO                                         ,150,SANTA TEREZA        ,90880310,kaka070562@hotmail.com                            
43105785,RUA RODRIGUES DA FONSECA                          ,1666,VILA NOVA           ,91740800,eeem.albertotorres@yahoo.com.br                   
43105793,RUA JARDIM DAS BROMÉLIAS                          ,52,JARDIM CAMAQUA      ,91920400,alceuwamosy@bol.com.br                            
43105807,AV PROTASIO ALVES                                 ,13097,PASSO DORNELLES     ,91260000,ebalmirantebacelar-01cre@seduc.rs.gov.br          
43105815,RUA CAPITAO COELHO                                ,95,ARQUIPELAGO         ,90090040,almiranteb@terra.com.br                           
43105823,TRAV GETULIO VARGAS                               ,2,ARQUIPELAGO         ,90090260,efalvarengapeixoto-01cre@seduc.rs.gov.br          
43105831,RUA OCTACILIO JOSE DIAS                           ,0,JARDIM INGA         ,91230380,efamerica-01cre@seduc.rs.gov.br                   
43105840,RUA JOAQUIM SILVEIRA                              ,738,SAO SEBASTIAO       ,91060320,eeefananery@brturbo.com.br                        
43105858,AVENIDA CAUDURO                                   ,238,BOM FIM             ,90035110,annefrank@via-rs.net                              
43105866,RUA BOM JESUS                                     ,505,BOM JESUS           ,91420030,efantaofaria-01cre@seduc.rs.gov.br                
43105874,RUA SÃO MANOEL                                    ,1981,SANTANA             ,90620110,apandc@terra.com.br                               
43105882,EST GEDEON LEITE                                  ,780,HIPICA              ,91787770,escolaaraguaia@terra.com.br                       
43105890,S/INF PANDIA CALOGERAS                            ,429,SARANDI             ,91120560,araujopoa@brturbo.com.br                          
43105904,RUA 9 DE JUNHO                                    ,542,PARTENON            ,91520610,efaraujoviana-01cre@seduc.rs.gov.br               
43105912,RUA GARIBALDI                                     ,853,INDEPENDENCIA       ,90035051,                                                  
43105920,EST DOS  ALPES                                    ,0,GLORIA              ,91720120,efbaependi-01cre@seduc.rs.gov.br                  
43105939,RUA ANGELITO ASMUZ AIQUEL                         ,125,BOA VISTA           ,91340410,escolabahiapoars@brturbo.com.br                   
43105947,RUA HUMBERTO DE CAMPOS                            ,130,PARTENON            ,90660280,efbalduinorambo-01cre@seduc.rs.gov.br             
43105963,AV. DO LAMI                                       ,4742,BELEM NOVO          ,91780120,margarida4742@yahoo.com.br                        
43105971,AV SAO PAULO                                      ,1020,SAO GERALDO         ,90230160,brancadiva@ig.com.br                              
43105980,RUA DONA MARGARIDA                                ,1199,SAO JOAO            ,90240611,efbrasilia-01cre@seduc.rs.gov.br                  
43105998,RUA TUNISIA                                       ,60,JARDIM ITATI        ,91370290,brigadeirofrancisco@ig.com.br                     
43106005,RUA PROF.CLEMENTE PINTO                           ,555,ALTO TERESOPOLIS    ,90870220,efbrigsilvapaes-01@seduc.rs.gov.br                
43106013,RUA ALMIRANTE BARROSO                             ,79,FLORESTA            ,90220021,efcamilaalves-01cre@seduc.rs.gov.br               
43106021,RUA MUCIO TEIXEIRA                                ,252,MENINO DEUS         ,90050360,candidoportinari@ibest.com.br                     
43106030,TRAVESSA DR HEINZELMANN                           ,250,NAVEGANTES          ,90240100,efcarlosbarbosa-01cre@seduc.rs.gov.br             
43106048,RUA IRMA MARIA JOSE TREVISAN                      ,200,NAVEGANTES          ,90250430,colegiofamello@gmail.com                          
43106056,S/INF ARNALDO BOHRER                              ,98,TERESOPOLIS         ,91720130,escola.ceara@yahoo.com.br                         
43106064,RUA SALVADOR FRANCA JUNTO 3 RCGD                  ,0,PARTENON            ,90690000,                                                  
43106072,RUA PRUDENTE DE MORAIS                            ,27,CHACARA DAS PEDRAS  ,91330170,eprudente27@yahoo.com.br                          
43106080,RUA DOS ARACHANES                                 ,242,ESPIRITO SANTO      ,91770130,efcachapuzmedeiros-01cre@seduc.rs.gov.br          
43106099,RUA ALEXANDRE HERCULANO                           ,11,BOM JESUS           ,91420360,eeefcoelhoneto@ibest.com.br                       
43106102,RUA CLEVELAND JUNTO A 1 DL                        ,250,MORRO SANTA TEREZA  ,90850240,                                                  
43106110,ESTR EDGAR PIRES DE CASTRO                        ,0,BELEM NOVO          ,91787000,efgeneralneto-01cre@seduc.rs.gov.br               
43106129,RUA RUA D                                         ,220,SERRARIA            ,91770810,efcustodiomello-01cre@seduc.rs.gov.br             
43106137,RUA PEDRO BOTICARIO                               ,654,GLORIA              ,90660070,e.dompedro@brturbo.com.br                         
43106145,RUA DONA HELENA                                   ,100,SANTA TEREZA        ,90840180,efalmmottasilva-01cre@seduc.rs.gov.br             
43106153,AV BENTO GONCALVES                                ,7500,AGRONOMIA           ,91540000,efdesifinamor-01cre@seduc.rs.gov.br               
43106161,RUA AFONSO CELSO PUPE DA SILVEIRA                 ,25,JARDIM IPIRANGA     ,91360020,escola.dac@terra.com.br                           
43106170,AV ITAJAI                                         ,241,PETROPOLIS          ,90470140,escolaleopoldina@hotmail.com                      
43106188,ESTRADA COSTA GAMA                                ,801,BELEM VELHO         ,91787290,luizafvaranha@ibest.com.br                        
43106196,ESTR JOAO DE OLIVEIRA REMIAO                      ,2689,LOMBA DO PINHEIRO   ,91550000,emrafremiao-01cre@seduc.rs.gov.br                 
43106200,RUANF MONTEIRO LOBATO                             ,475,PARTENON            ,90620270,efemiliokemp-01cre@seduc.rs.gov.br                
43106218,RUA BATOVI                                        ,25,VILA LEAO SARANDI   ,91130520,efferreiraabreu-01cre@seduc.rs.gov.br             
