Tipo,Inep,Nome,AbreviacaoNome,Telefone,Email
NI                                                                                        ,43188745,5110 EEI ANANDA MARGA BELEM NOVO                        ,5110 ANANDA MARGA BELEM NOVO  ,33122300,escola.bn@amurt.org.br                            
NI                                                                                        ,43188150,5111 EEI ANANDA MARGA BARRO VERMELHO                    ,5111 ANANDA MARGA BARRO VERMEL,32611753,barrovermelho@amurt.org.br                        
NI                                                                                        ,43190430,5112 EEI SANTA CATARINA DA RESTINGA                     ,5112 SANTA CATARINA DA RES    ,32662517,santacatarinadarestinga@yahoo.com.br              
NI                                                                                        ,43190677,5113 EEI  ANJINHO DA GUARDA                             ,5113 ANJINHO DA GUARDA        ,33645552,escinfantilanjinho@terra.com.br                   
NI                                                                                        ,43188311,5114 EEI CAPELA NAVEGANTES                              ,5114 CAPELA NAVEGANTES        ,32651955,adm31@cpij.org.br                                 
NI                                                                                        ,43190723,5115 IEI SANTA ANITA                                    ,5115 SANTA ANITA              ,32427853,creche.santaanita@gmail.com                       
NI                                                                                        ,43190561,5116 IEI COLORINDO MEU DIA                              ,5116 COLORINDO MEU DIA        ,33440043,escolinha_colorindomeudia@outlook.com             
NI                                                                                        ,43190545,5117 EEI NOSSA SENHORA APARECIDA LOT MARIANTE           ,5117 EEI NSA LOT MARIANTE     ,33319744,secretariaamnsa2017@gmail.com                     
NI                                                                                        ,43190375,5118 IEI NOSSA SENHORA DE BELEM                         ,5118 NOSSA SENHORA BELEM      ,993843005,presidencia@sanatoriobelem.com.br                 
NI                                                                                        ,43191878,5119 EEI CRIANÇA CIDADÃ                                 ,5119 CRIANÇA CIDADA           ,33665476,fliliane67@hotmail.com                            
NI                                                                                        ,43200915,5120 EEI MEDIANEIRA NOSSO SONHO I                       ,5120 MEDIANEIRA               ,32374877,crechenossosonho1@gmail.com                       
NI                                                                                        ,43188214,5121 IEI NSA SRA APARECIDA IPANEMA                      ,5121 N SEN APARECIDA IPANEMA  ,33776391,instituicaoaparecida@gmail.com                    
NI                                                                                        ,43190170,5122 EEI SÃO FRANCISCO                                  ,5122 SÃO FRANCISCO            ,33198607,saofrancisco910@gmail.com                         
NI                                                                                        ,43204635,5123 EEI GOTINHAS DE AMOR                               ,5123 GOTINHAS DE AMOR         ,32223860,escolagotinhasdeamor@gmail.com                    
NI                                                                                        ,43204660,5124 EEI ANTONIO GIANELLI - LOT CAVALHADA               ,5124 ANTONIO GIANELLI - LOT CA,32479194,centrosocialagianelli@gmail.com                   
NI                                                                                        ,43201270,5125 EEI BRINCANDO DE RODA                              ,5125 BRINCANDO DE RODA        ,32585757,brincandoderoda@brturbo.com.br                    
NI                                                                                        ,43185029,5126 EEI INSTITUTO PROVIDÊNCIA                          ,5126 INSTITUTO PROVIDENCIA    ,32247561,iprovidencia@cpovo.net                            
NI                                                                                        ,43204651,5127 EEI VILA GAÚCHA                                    ,5127 VILA GAÚCHA              ,32230469,adm37@cpij.org.br                                 
NI                                                                                        ,43201237,5128 IEI TIA HELENA                                     ,5128 TIA HELENA               ,33875514,instituicaotiahelena@hotmail.com                  
NI                                                                                        ,43206220,5129 IEI RENOVAR DA ESPERANÇA II                        ,5129 RENOVAR DA ESPERANÇA II  ,32417262,renovardaesperanca@hotmail.com                    
NI                                                                                        ,43201288,5130 IEI TECNOBABY                                      ,5130 TECNOBABY                ,33747553,amovitec@oi.com.br                                
NI                                                                                        ,43201156,5131 IEI SÃO VICENTE DE PAULO                           ,5131 SAO VICENTE DE PAULO     ,33437500,centroedusaovicente@gmail.com                     
NI                                                                                        ,43188222,5132 EEI ANANDA MARGA RESTINGA NOVA 2                   ,5132 ANANDA MARGA REST NOVA II,30946600,restinganova2@amurt.org.br                        
NI                                                                                        ,43191894,5133 EEI AMOVIR                                         ,5133 AMOVIR                   ,32489906,escolainfantilamovir@gmail.com                    
NI                                                                                        ,43208312,5134 EEI PÉ DE PILÃO                                    ,5134 PÉ DE PILÃO              ,33434102,educabueno@yahoo.com.br                           
NI                                                                                        ,43208185,5135 EEI ANTONIO GIANELLI                               ,5135 ANTONIO GIANELLI         ,32452955,centrosocialagianelli@gmail.com                   
NI                                                                                        ,43207715,5136 IEI UNIÃO ESPERANÇA                                ,5136 UNIÃO ESPERANÇA          ,32660947,escolauniaoesperanca@gmail.com                    
NI                                                                                        ,43207707,5137 EEI AO SOL NASCENTE                                ,5137 TABAJARAS AO SOL NASCENTE,985177066,bibiviviane@ig.com.br                             
NI                                                                                        ,43211399,5138 IEI BRINCANDO E APRENDENDO                         ,5138 BRINCANDO E APRENDENDO   ,33431791,brincando.aprendendo@outlook.com.br               
NI                                                                                        ,43211100,5139 IEI ACOMPAR NUCLEO III                             ,5139 ACOMPAR III              ,33673098,acomparn3@yahoo.com.br                            
NI                                                                                        ,43211453,5140 EEI JESUS MENINO                                   ,5140 JESUS MENINO             ,32575279,adm19@cpij.org.br                                 
NI                                                                                        ,43211119,5141 EEI ABRASCE LOTEAMENTO PAMPA                       ,5141 ABRASCE PAMPA            ,33371917,adm.pampa@abrascerestauracao.org                  
NI                                                                                        ,43209254,5142 IEI CRESCER COM LAZER                              ,5142 CRESCER COM LAZER TIMBAUV,33406253,crescercomlazer1996@hotmail.com                   
NI                                                                                        ,43190790,5143 EEI TIA GESSI                                      ,5143 TIA GESSI                ,33476519,centroinfantiltiagessi@hotmail.com                
NI                                                                                        ,43211135,5144 EEI TIA MARIAZINHA                                 ,5144 TIA MARIAZINHA           ,33871221,escolatiamariazinha@outlook.com                   
NI                                                                                        ,43211330,5145 IEI  PRINCESA ISABEL                               ,5145 PRINCESA ISABEL          ,999634558,verapoa@terra.com.br                              
NI                                                                                        ,43211216,5146 EEI CHACRINHA                                      ,5146 CHACRINHA                ,32412735,escolachacrinha@hotmail.com                       
NI                                                                                        ,43240615,5147 EEI PADRE PEDRO LEONARDI II                        ,5147 P P LEONARDI II          ,32221793,lopesnza@yahoo.com.br                             
NI                                                                                        ,43280005,5148 EEI MARISTA MENINO JESUS                           ,5148 MENINO JESUS LOT STA TERE,30580603,meninojesus@maristas.org.br                       
NI                                                                                        ,43240208,5149 EEI EGIDIO PICCOLI                                 ,5149 EGIDIO PICCOLI           ,985235993,escolaegidiopiccoli@yahoo.com.br                  
NI                                                                                        ,43281001,5150 EEI SEMEANDO O AMANHA                              ,5150 SEMEANDO O AMANHA        ,33222654,semeandoamanha2008@hotmail.com                    
NI                                                                                        ,43240011,5151 EEI BOA VISTA                                      ,5151 BOA VISTA                ,33284728,asmojibj@hotmail.com                              
NI                                                                                        ,43240607,5152 IEI PEQUENO PRINCIPE                               ,5152 PEQUENO PRINCIPE         ,33971297,pequenoazambuja@hotmail.com                       
NI                                                                                        ,43282008,5153 EEI  MEU DENGO                                     ,5153 MEU DENGO                ,33646437,escolainfantilmeudengo@hotmail.com                
NI                                                                                        ,43240429,5154 IEI MUNDO COLORIDO                                 ,5154 MUNDO COLORIDO           ,985046315,mundocoloridoescola@hotmail.com                   
NI                                                                                        ,43283004,5155 IEI RENOVAR DA ESPERANÇA                           ,5155 RENOVAR DA ESPERANÇA     ,32497520,noris.manito@hotmail.com                          
NI                                                                                        ,43201296,5156 IEI LAR ESPERANÇA                                  ,5156 LAR ESPERANÇA            ,33861153,crechelaresperanca@yahoo.com.br                   
NI                                                                                        ,43187846,5157 EEI MARISTA RENASCER                               ,5157 MARISTA RENASCER         ,33662844,renascer@maristas.org.br                          
NI                                                                                        ,43206239,5158 IEI ESCOLA DA VIDA                                 ,5158 ESCOLA DA VIDA           ,32424103,escoladavida@hotmail.com                          
NI                                                                                        ,43282016,5159 EEI TIA IARA                                       ,5159 TIA IARA                 ,30722961,crechetiaiara@hotmail.com                         
NI                                                                                        ,43240402,5160 EEI ANJINHOS DE CRISTAL                            ,5160 ANJINHOS DE CRISTAL      ,32452259,ascomocris@hotmail.com                            
NI                                                                                        ,43284000,5161 EEI RAIO DE SOL                                    ,5161 RAIO DE SOL              ,32451046,eirscamponovo@yahoo.com.br                        
NI                                                                                        ,43211356,5162 EEI CANTINHO DOCE                                  ,5162 CANTINHO DOCE            ,32596002,cantinhodacriancaalgodaodoce@ig.com.br            
NI                                                                                        ,43207723,5163 EEI  PLANETA INFANTIL                              ,5163 PLANETA INFANTIL         ,32610865,emerson_susana@hotmail.com                        
NI                                                                                        ,43260004,5164 EEI ARCO ÍRIS II                                   ,5164 ARCO ÍRIS II             ,32610170,acobreve@gmail.com                                
NI                                                                                        ,43254403,5165 IEI VOVÓ BELINHA                                   ,5165 VOVÓ BELINHA             ,33861684,cintia.vovobeli@gmail.com                         
NI                                                                                        ,43254209,5166 EEI ABRASCE PARTENON                               ,5166 ABRASCE PARTENON         ,33197898,escola.partenon@abrascerestauracao.org            
NI                                                                                        ,43259014,5167 EEI  PADRE VALLE NOSSO SONHO II                    ,5167 PADRE VALLE              ,33433436,e.e.i.nossosonho2@hotmail.com                     
NI                                                                                        ,43211666,5168 EEI TIA BETH                                       ,5168 TIA BETH                 ,995877828,adm40@cpij.org.br                                 
NI                                                                                        ,43254624,5169 IEI SONHO MEU                                      ,5169 SONHO MEU                ,32338068,crechesonhomeu@gmail.com                          
NI                                                                                        ,43240410,5170 IEI  INTEGRAÇÃO DOS ANJOS                          ,5170 INTEGRAÇÃO DOS ANJOS     ,33528890,anjosdaintegracao@gmail.com                       
NI                                                                                        ,43259006,5171 EEI LAR FABIANO DE CRISTO                          ,5171 LAR FABIANO              ,33362468,silvanacristinacorrea@yahoo.com.br                
NI                                                                                        ,43295274,5172 EEI POPULAR NOVA GERAÇÃO                           ,5172 NOVA GERAÇÃO             ,33404386,ngeracao@hotmail.com                              
NI                                                                                        ,43300170,5173 EEI CASA DE NAZARÉ                                 ,5173 GALBUSERA                ,32491444,escolacasanazare@gmail.com                        
NI                                                                                        ,43211062,5174 EEI OS PEQUENOS DE JESUS                           ,5174 OS PEQUENOS DE JESUS     ,32821050,eeipjesus@ig.com.br                               
NI                                                                                        ,43296181,5175 IEI OSICOM II                                      ,5175 OSICOM II                ,30193822,OSICOM22@GMAIL.COM                                
NI                                                                                        ,43295282,5176 IEI OSICOM III                                     ,5176 OSICOM III               ,33563395,infantilosicom3@gmail.com                         
NI                                                                                        ,43299199,5177 EEI SÃO GUILHERME                                  ,5177 SÃO GUILHERME            ,33849997,escolasaoguilherme@yahoo.com.br                   
NI                                                                                        ,43206247,5178 EEI URSINHO POOH                                   ,5178 URSINHO POOH             ,33815503,eursinhopooh@gmail.com                            
NI                                                                                        ,43298206,5179 IEI DUTRA JARDIM                                   ,5179 DUTRA JARDIM             ,33814901,dutrajardim_2009@hotmail.com                      
NI                                                                                        ,43300146,5180 EEI PORTAL ENCANTADO                               ,5180 PORTAL ENCANTADO         ,33181777,                                                  
NI                                                                                        ,43298150,5181 EEI PLANETA MÁGICO                                 ,5181 PLANETA MÁGICO           ,33774081,escolainfantilplanetamagico@gmail.com             
NI                                                                                        ,43185290,5182 EEI CRECHE NAVEGANTES                              ,5182 CRECHE NAVEGANTES        ,33422324,leniraleites40@gmail.com                          
NI                                                                                        ,43211348,5183 EEI FAVO DE MEL  VILA ELIZABETH                    ,5183 FAVO DE MEL              ,33643737,centrofavodemel@yahoo.com.br                      
NI                                                                                        ,43299148,5184 EEI JARDIM IPIRANGA                                ,5184 JARDIM IPIRANGA          ,33470210,julianal_brito@hotmail.com                        
NI                                                                                        ,43297110,5185 EEI SÃO MARCOS                                     ,5185 SÃO MARCOS               ,33222742,a.b.saomarcos@hotmail.com                         
NI                                                                                        ,43300081,5186 EEI CANTINHO ENCANTADO                             ,5186 CANTINHO ENCANTADO       ,985248231,jeannine.kercher@gmail.com                        
NI                                                                                        ,43296190,5187 EEI SEIS MORANGUINHOS                              ,5187 SEIS MORANGUINHOS        ,33812548,escolaseismoranguinhos@gmail.com                  
NI                                                                                        ,43300120,5188 EEI ANJOS DA TINGA                                 ,5188 ANJOS DA TINGA           ,32480089,anjosdatingaoriginal@gmail.com                    
NI                                                                                        ,43298133,5189 IEI CANTO DOS ANJOS                                ,5189 CANTO DOS ANJOS          ,985245407,anjos180@yahoo.com.br                             
NI                                                                                        ,43296130,5190 EEI PINGUINHOS DE OURO                             ,5190 PINGUINHOS DE OURO       ,32499189,eeipinguinhosdeouro@gmail.com                     
NI                                                                                        ,43108580,5191 IEI CASA DA CRIANÇA N SRA AUXILIADORA              ,5191 CRECHE N SRA AUXILIADORA ,33329521,casadacriancansa@gmail.com                        
NI                                                                                        ,43285007,5192 EEI RENASCER DA ESPERANÇA                          ,5192 RENASCER DA ESPERANÇA    ,30124576,renascereducacaoinfantil@outlook.com              
NI                                                                                        ,43367330,5193 EEI TREVO DE OURO                                  ,5193 TREVO DE OURO            ,32660062,esctrevodeouro@gmail.com                          
NI                                                                                        ,43367348,5194 EEI PLANETA DO SABER                               ,5194 PLANETA DO SABER         ,84232280,PLANETADOSABER.CONCOJAL@GMAIL.COM                 
NI                                                                                        ,43367356,5195 IEI ANJO DAS FLORES                                ,5195 ANJO DAS FLORES          ,34148866,anjodasflores@hotmail.com                         
NI                                                                                        ,43367364,5196 IEI MARIA DE NAZARÉ II - IEIMAN                    ,5196 IEI MARIA DE NAZARÉ II   ,33970010,ieiman@terra.com.br                               
NI                                                                                        ,43367372,5197 EEI TIO ZÉ                                         ,5197 EEI TIO ZÉ               ,32315722,tbronkinha@hotmail.com                            
NI                                                                                        ,43367380,5198 EEI MEUS PRIMEIROS PASSOS                          ,5198 MEUS PRIMEIROS PASSOS    ,33150064,escolaprimeirospassos2010@hotmail.com             
NI                                                                                        ,43210457,5199 EEI MUNDO DA IMAGINAÇÃO                            ,5199 MUNDO DA IMAGINAÇÃO      ,32335309,usps.ong@hotmail.com                              
NI                                                                                        ,43209041,5200 EEI A CAMINHO DO SOL                               ,5200 CEICSOL                  ,32690749,acaminhodosol13@hotmail.com                       
NI                                                                                        ,43361404,5201 IEI PEDAÇO DE GENTE                                ,5201 PEDAÇO DE GENTE          ,33866516,centroinfantilpedacodegente@yahoo.com.br          
NI                                                                                        ,43241204,5202 EEI GIRASSOL LAMI                                  ,5202 GIRASSOL - LAMI          ,998284744,creche_girassol@hotmail.com                       
NI                                                                                        ,43185231,5203 EEI AMIGO GERMANO                                  ,5203 AMIGO GERMANO            ,32333392,escola.amigo.germano@gmail.com                    
NI                                                                                        ,43187870,5204 EEI CRECHE ELSINHA                                 ,5204 ELSINHA                  ,32237979,crecheelsinha@hotmail.com                         
NI                                                                                        ,43004822,5205 IEI OSICOM IV - NOSSA SENHORA DA SALETE            ,5205 OSICOM IV                ,33388701,rigotti33@gmail.com                               
NI                                                                                        ,43004849,5206 IEI SANTA LUIZA II                                 ,5206 SANTA LUIZA II           ,33744986,obra.social@brturbo.com.br                        
NI                                                                                        ,43004610,5207 IEI PÉ DE MOLEQUE                                  ,5207 PÉ DE MOLEQUE            ,33621265,instituicaopedemoleque@gmail.com                  
NI                                                                                        ,43004369,5208 IEI VITÓRIA                                        ,5208 VITÓRIA - IEDUVIT        ,981928381,ieivitoria@hotmail.com                            
NI                                                                                        ,43004830,5209 IEI ACOMPAR V - LUISA CASAGRANDE LEWANDOWSKI       ,5209 ACOMPAR V- LUISA CASAGRA ,33670045,nucleo5@acompar.org                               
NI                                                                                        ,43004350,5210 IEI EREMI                                          ,5210 EREMI                    ,33526705,crecheeremi@hotmail.com                           
NI                                                                                        ,43004342,5211 EEI JARDIM DO FUTURO                               ,5211 JARDIM DO FUTURO         ,33222359,jardimdofuturo@gmail.com                          
NI                                                                                        ,43006817,5212 EEI RECANTO DOS PEQUENINOS                         ,5212 RECANTO DOS PEQUENINOS   ,32686068,clubdemaesmaesjesus@gmail.com                     
NI                                                                                        ,43379060,5213 IEI PATATI PATATA                                  ,5213 PATATI PATATÁ            ,40610620,PATATIPATATA_AMBA@HOTMAIL.COM                     
NI                                                                                        ,43203159,5214 EEI SAGRADA FAMÍLIA CIDADE BAIXA                   ,5214 SAGRADA FAMÍLIA          ,32248814,escola.sagradafamilia@yahoo.com.br                
NI                                                                                        ,43206255,5215 IEI ANJINHOS TRAVESSOS                             ,5215 ANJINHOS TRAVESSOS       ,30265648,escola.anjinhostravessos@hotmail.com              
NI                                                                                        ,43367429,5216 EEI CONSTRUINDO O AMANHÃ                           ,5216 CONSTRUINDO O AMANHÃ     ,32411181,eeiconstruindooamanha@gmail.com                   
NI                                                                                        ,43004334,5217 EEI EDUARDA PUJOL ZANIRATTI                        ,5217 EDUARDA PUJOL ZANIRATTI  ,30223551,contatoinfantojuvenil@gmail.com                   
NI                                                                                        ,43004318,5218 IEI CARLOS ALBERTO TEJERA DE RÉ                    ,5218 CARLOS ALBERTO TEJERA DE ,33157944,micheledubinpoa@gmail.com                         
NI                                                                                        ,43295290,5219 IEI PINGO DE MEL                                   ,5219 PINGO DE MEL             ,33524260,IDEIPINGODEMEL@YAHOO.COM.BR                       
NI                                                                                        ,43006825,5220 IEI CANTINHO DO SOL                                ,5220 CANTINHO DO SOL          ,32644316,escolacantinhodosol@gmail.com                     
NI                                                                                        ,43006833,5221 EEI ANA MALTZ KNIJNIK                              ,5221 ANA MALTZ KNIJNIK        ,32660635,escolaanamaltzknijnik@outlook.com                 
NI                                                                                        ,43006841,5222 IEI PRISMA                                         ,5222 PRISMA                   ,32332428,escolaprisma203@gmail.com                         
NI                                                                                        ,43185622,5223 IEI SANTA TERESINHA                                ,5223 SANTA TERESINHA          ,33311289,instituicaosantaterezinha@hotmail.com             
NI                                                                                        ,43201270,5224 IEI DOM DADEUS GRINS                               ,5224 DOM DADEUS GRINS         ,997784699,adm30@cpij.org.br                                 
NI                                                                                        ,43008666,5225 IEI ESPAÇO DO SABER                                ,5225 ESPAÇO DO SABER          ,33877354,ong.suve@yahoo.com.br                             
NI                                                                                        ,43009166,5226 EEI PROFª MARIETA PAIXÃO ARAÚJO                    ,5226 MARIETA PAIXÃO ARAÚJO    ,35166240,marietapaixaoaraujo@gmail.com                     
NI                                                                                        ,43008690,5227 EEI MADRE VERÔNICA                                 ,5227 MADRE VERÔNICA           ,30199368,dselencovich@hotmail.com                          
NI                                                                                        ,43009115,5228 IEI APRENDENDO FELIZ                               ,5228 APRENDENDO FELIZ         ,32575046,aprendendofeliz@hotmail.com                       
NI                                                                                        ,43009280,5229 IEI CONSTRUINDO O AMANHÃ VILA JARDIM               ,5229 IEI CONSTRUINDO O AMANHÃ ,33389395,ieicamanha@gmail.com                              
NI                                                                                        ,43047670,5230 EEI ABRASCE ILHA DO PAVÃO                          ,5230 EEI ABRASCE ILHA DO PAVÃO,995660414,escola.pavao@abrascerestauracao.org               
NI                                                                                        ,43362540,5231 EEI PIMPONETA                                      ,5231 EEI PIMPONETA            ,30853070,PRIMEIROS.PASSOS@OUTLOOK.COM                      
NI                                                                                        ,43048170,5232 IEI SALVATORE LETTIERI                             ,5232 IEI SALVATORE LETTIERI   ,34079527,escolajardiminga@gmail.com                        
NI                                                                                        ,43089178,5233 EEI NOSSO SENHOR  DOS PASSOS                       ,5233 NOSSO SENHOR DOS PASSOS  ,32662058,andre.seixas69@gmail.com                          
NI                                                                                        ,43142478,5234 EEI JARDIM DE OXUM                                 ,5234 EEI JARDIM DE OXUM       ,31918838,jardimdeoxumescola@gmail.com                      
NI                                                                                        ,43089283,5235 EEI EDUARDA PUJOL ZANIRATTI II                     ,5235 EDUARDA II               ,32480011,contatoinfantojuvenil@gmail.com                   
NI                                                                                        ,43051510,5236 EEI PITINGUINHA                                    ,5236 PITINGUINHA              ,32036570,pitinguinha@hotmail.com                           
NI                                                                                        ,43089160,5237 EEI WLANIR PORTO                                   ,5237 WLANIR PORTO             ,99811515,escolawlanirporto@gmail.com                       
NI                                                                                        ,43046088,5238 EEI CHEIRINHO DE MÃE                               ,5238 CHEIRINHO DE MÃE         ,32493821,cheirinhodemae@hotmail.com                        
NI                                                                                        ,43044999,5239 EEI MEU PEDACINHO DE CHÃO                          ,5239 MEU PEDACINHO DE CHÃO    ,32491219,jacque.rib@hotmail.com                            
NI                                                                                        ,43089194,5240 EEI JARDIM FLORESTA LAMI                           ,5240 JARDIM FLORESTA LAMI     ,32456407,secretario.admjardimfloresta@gmail.com            
NI                                                                                        ,43089216,5241 EEI DESENVOLVENDO O SABER                          ,5241 DESENVOLVENDO O SABER    ,32574058,prof-andreiafraga@hotmail.com                     
NI                                                                                        ,43142672,5242 IEI MARIA DE NAZARÉ III - IEIMAN                   ,5242 IEI MARIA DE NAZARÉ III  ,33421924,ieiman@terra.com.br                               
NI                                                                                        ,0,5243 ECEI AMURT BELEM NOVO                              ,5243 AMURT BELEM NOVO         ,33122300,brasil@amurt.org.br                               
NI                                                                                        ,43142362,5244 EEI NOSSA SENHORA DAS GRAÇAS                       ,5244 EEI NOSSA SENHORA DAS GRA,32581374,adm11@cpij.org.br                                 
NI                                                                                        ,43162274,5245 EEI ENI MEDEIROS                                   ,5245 EEI ENI MEDEIROS         ,996612594,adm29@cpij.org.br                                 
NI                                                                                        ,43105416,6001 EEF PEQUENA CASA DA CRIANÇA                        ,6001 PEQUENA CASA DA CRIANÇA  ,30760500,escola@pequenacasa.org.br                         
NI                                                                                        ,43189768,EEF ALDEIA LUMIAR                                       ,ALDEIA LUMIAR                 ,30699517,SECRETARIA.ESCOLA@ALDEIADAFRATERNIDADE.ORG.BR     
NI                                                                                        ,43382118,8001 CAEC MOVIMENTO PELOS DIREITOS DA CRIANÇA E DO ADOLE,8001 MDCA                     ,33397274,mdca@terra.com.br                                 
NI                                                                                        ,43385087,8002 CAEC INSTITUTO CULTURAL SÃO FRANCISCO DE ASSIS     ,8002 CPCA                     ,33191001,cpcasec@portoweb.com.br                           
NI                                                                                        ,43383050,8003 CAEC ASSOCIAÇÃO MISSIONÁRIA DE BENEFICENCIA - CENTR,8003 CENTRO SÃO JOSÉ          ,30285315,centrosaojose@terra.com.br                        
NI                                                                                        ,43212123,8004 CAEC CENTRO DE EDUCAÇÃO PROFISSIONAL SÃO JOÃO CALAB,8004 CALABRIA                 ,32457222,ENSINO@CALABRIA.COM.BR                            
NI                                                                                        ,43384099,8005 CAEC CENTRO DE ORIENTAÇÃO E EDUCAÇÃO SOCIAL COESO-P,8005 COESO                    ,33611003,coesopoa@yahoo.com.br                             
NI                                                                                        ,43385079,8006 CAEC ASSOCIAÇÃO EMPREENDIMENTO SOCIAL UM NOVO OLHAR,8006 UM NOVO OLHAR            ,32615779,umnovolhar@ig.com.br                              
NI                                                                                        ,43382088,8007 CAEC CENTRO INFANTIL JUVENIL MONTEIRO LOBATO       ,MONTEIRO LOBATO               ,32501154,cijmonteiro@ig.com.br                             
NI                                                                                        ,43385095,8008 CAEC CENTRO COMUNITARIO PAULO VI                   ,8008 CC PAULO VI              ,32321391,CENTROCOMUNITARIOP@YAHOO.COM.BR                   
NI                                                                                        ,43384102,8009 CAEC AÇÃO SOCIAL DE FÉ                             ,8009 AÇÃO SOCIAL DE FÉ        ,33660800,ACAOSOCIALDEFE@GMAIL.COM                          
NI                                                                                        ,43382100,8010 CAEC ASSOCIAÇÃO DAS CRECHES BENEFICENTES DO RIO GRA,8010 ACBERGS                  ,33744589,ACBERGS@BRTURBO.COM.BR                            
NI                                                                                        ,43382096,8011 CAEC ASSOCIAÇÃO LUIZA FERRARI                      ,8011 CAEC LUIZA FERRARI       ,                    ,                                                  
NI                                                                                        ,43384080,8012 CAEC ASSOCIAÇÃO DE LITERATURA E BENEFICIENCIA - CEN,8012 TERESA VERZERI           ,33378038,SECRETARIANAN@VERZERIORG.BR                       
NI                                                                                        ,43000070,8013 MITRA ARQUIDIOCESE DE PORTO ALEGRE PAROQUIA N SRA A,8013 MITRA-PE PEDRO LEONARDI  ,32506617,pe.pedroleonardi@yahoo.com.br                     
NI                                                                                        ,43000118,8014 CAEC ASSOCIAÇÃO COMUNITÁRIA SANTA RITA DE CÁSSIA   ,8014 CAEC ACSRC               ,33861031,acsrc14@hotmail.com                               
NI                                                                                        ,43000169,8015 ASSOCIAÇÃO BENEFICIENTE COMUNITARIA DO CONJUNTO RES,8015 ASCOMAQ                  ,33861031,ACSRC14@HOTMAIL.COM                               
NI                                                                                        ,43000088,8016 ASSOCIAÇÃO COMUNITARIA DOS MORADORES DO CONJUNTO RE,8016 AMORB                    ,33665666,SASEAMORB@HOTMAIL.COM                             
NI                                                                                        ,43000096,8017 FUNDAÇÃO FÉ E ALEGRIA                              ,8017 FÉ E ALEGRIA             ,33621200,JOCESILVA1@YAHOO.COM.BR                           
NI                                                                                        ,43000100,8018 CAEC USBEE CENTRO SOCIAL MARISTA DE PORTO ALEGRE   ,8018 CAEC USBEE - MARISTA     ,33663817,CESMAR@MARISTAS.ORG.BR                            
NI                                                                                        ,43000126,8019 CAEC EDUCANDÁRIO SÃO LUIZ                          ,8019 EDUCANDARIO SÃO LUIZ     ,33402709,                                                  
NI                                                                                        ,43000177,8020 FASC - SASES PRÓPRIOS                              ,8020 FASC                     ,32894939,                                                  
NI                                                                                        ,43000185,8021 CAEC NOSSA SENHORA PERPETUO SOCORRO                ,8021 CAEC PERPETUO SOCORRO    ,                    ,                                                  
NI                                                                                        ,43001190,INSTITUTO FEDERAL DE EDUCAÇÃO CIÊCIA E TECNOLOGIA CAMPUS,IFECT RESTINGA                ,32478400,                                                  
NI                                                                                        ,43104924,COLEGIO ANCHIETA                                        ,ANCHIETA                      ,33287455,secretaria@colegioanchieta.g12.br                 
NI                                                                                        ,43104940,COLEGIO BATISTA                                         ,BATISTA                       ,21365200,colegiobatista@colegiobatista.org.br              
NI                                                                                        ,43104959,COLEGIO MARISTA CHAMPAGNAT                              ,MARISTA                       ,33203560,champagnat@pucrs.br                               
NI                                                                                        ,43104967,COLEGIO CONCORDIA                                       ,CONCORDIA                     ,33420755,concordia@colegioconcordia.com.br                 
NI                                                                                        ,43104975,COLEGIO FARROUPILHA                                     ,FARROUPILHA                   ,33821858,colegio@farroupilha.g12.br                        
NI                                                                                        ,43104983,COLEGIO ISRAELITA BRASILEIRO                            ,ISRAELITA                     ,33313933,colegioisraelita@colegioisraelita.com.br          
NI                                                                                        ,43104991,COLEGIO MARIA IMACULADA                                 ,IMACULADA                     ,32331145,mariaimaculada@mariaimaculada.com.br              
NI                                                                                        ,43105017,COLEGIO NOSSA SENHORA DO BOM CONSELHO                   ,BOM CONSELHO                  ,33110522,cbc@bomconselho.com.br                            
NI                                                                                        ,43105025,COLEGIO NOSSA SRA DA GLORIA                             ,GLORIA                        ,3363402,secretaria@colegiogloria.com.br                   
NI                                                                                        ,43105033,COL LA SALLE DORES                                      ,DORES                         ,32126222,lsdores@lsdores.com.br                            
NI                                                                                        ,43105041,COLEGIO NAVEGANTES                                      ,NAVEGANTES                    ,3378038,direcao@colegionavegantes.com.br                  
NI                                                                                        ,43105050,ESC DE EDUC BAS RAINHA DO BRASIL                        ,RAINHA DO BRASI               ,32233819,rainhadobrasil@cifa.org.br                        
NI                                                                                        ,43105068,COLEGIO SANTA INES                                      ,SANTA INES                    ,33319111,www.csines@santainesrs.com.br                     
NI                                                                                        ,43105076,COLEGIO SANTA TERESA DE JESUS                           ,TERESA DE JESUS               ,32491030,info@stateresa.com.br                             
NI                                                                                        ,43105084,COL LA SALLE SANTO ANTONIO                              ,SANTO ANTONIO                 ,32231078,colegio@lssa.com.br                               
NI                                                                                        ,43105092,ESCOLA TÉCNICA SANTO INÁCIO                             ,SANTO INACIO                  ,33742858,escola@stoinacio.com.br                           
NI                                                                                        ,43105106,COLEGIO LA SALLE SAO JOAO                               ,SAO JOAO                      ,33378677,colegio@lssj.com.br                               
NI                                                                                        ,43105114,COLEGIO SAO JUDAS TADEU                                 ,JUDAS TADEU                   ,33407888,rosangeli@saojudastadeu.com.br                    
